Category,Price (INR)_mean,Price (INR)_median,Price (INR)_std,Price (INR)_min,Price (INR)_max,Rating_mean,Rating_median,Rating_std,Rating_min,Rating_max,Rating Count_mean,Rating Count_median,Rating Count_std,Rating Count_min,Rating Count_max
Baker's Confectionery,141.79,140.0,46.35,55.0,220.0,4.59,4.8,0.44,3.8,5.0,31.14,17.0,31.19,2.0,89.0
Bakers Choice,786.25,920.0,539.59,159.0,1600.0,3.94,4.05,0.73,2.8,5.0,10.88,7.5,10.68,1.0,28.0
Bakers Namkeen,98.5,95.5,28.87,73.0,130.0,3.9,4.0,1.07,2.6,5.0,33.75,32.5,11.09,22.0,48.0
Bakery,125.95,121.82,49.19,59.32,240.0,4.66,4.8,0.39,3.5,5.0,10.52,3.0,35.28,1.0,225.0
Bakery & sweets,248.0,300.0,168.73,50.0,420.0,4.22,4.2,0.45,3.5,4.7,35.8,8.0,65.03,3.0,152.0
Bakery Savoury Snacks,190.83,192.5,53.14,95.0,245.0,4.63,4.6,0.37,4.3,5.0,17.33,10.0,23.64,1.0,63.0
Bakery Snacks,115.67,119.0,25.17,89.0,139.0,4.2,4.1,0.75,3.5,5.0,3.67,4.0,0.58,3.0,4.0
Baklava,495.0,495.0,0.0,495.0,495.0,4.03,3.95,0.69,3.3,4.9,4.0,4.5,2.16,1.0,6.0
Baklava & Kunafa,1200.0,1200.0,,1200.0,1200.0,4.8,4.8,,4.8,4.8,2.0,2.0,,2.0,2.0
Balanced - Dinner,149.0,149.0,,149.0,149.0,4.3,4.3,,4.3,4.3,684.0,684.0,,684.0,684.0
Balanced Bowl,365.0,365.0,14.14,355.0,375.0,4.05,4.05,0.92,3.4,4.7,2.0,2.0,1.41,1.0,3.0
Bangali Mithai,110.5,112.5,12.6,80.0,125.0,4.57,4.7,0.35,3.9,5.0,28.36,8.0,34.48,4.0,107.0
Bangali Sweets,139.94,125.0,66.69,28.0,240.0,4.5,4.5,0.28,3.5,5.0,139.57,74.0,187.85,3.0,994.0
Bangaliana rainy day special,399.0,399.0,,399.0,399.0,4.4,4.4,,4.4,4.4,6.0,6.0,,6.0,6.0
Banglore Dosa,181.67,180.0,12.58,170.0,195.0,4.7,4.6,0.26,4.5,5.0,19.67,14.0,19.14,4.0,41.0
Bao,430.0,430.0,,430.0,430.0,4.4,4.4,,4.4,4.4,3.0,3.0,,3.0,3.0
Bao & Tacos,519.0,519.0,,519.0,519.0,4.4,4.4,,4.4,4.4,3.0,3.0,,3.0,3.0
Bao Burger,94.0,84.0,38.73,59.0,149.0,4.4,4.6,0.69,3.4,5.0,4.75,4.5,2.5,2.0,8.0
Bao-2pc,465.0,475.0,36.06,425.0,495.0,4.93,5.0,0.12,4.8,5.0,10.0,6.0,8.72,4.0,20.0
Bar Cakes,120.0,120.0,56.57,80.0,160.0,4.7,4.7,0.42,4.4,5.0,1.0,1.0,0.0,1.0,1.0
Bar-Be-Que Tandoori,340.75,319.5,59.4,299.0,425.0,4.95,5.0,0.1,4.8,5.0,3.25,2.0,3.3,1.0,8.0
Barbaque,299.0,299.0,,299.0,299.0,3.4,3.4,,3.4,3.4,4.0,4.0,,4.0,4.0
Barbeque,160.0,145.0,25.98,145.0,190.0,4.63,4.7,0.21,4.4,4.8,9.0,8.0,5.57,4.0,15.0
Barbeque in a Box (Serves 1-2),829.0,804.0,53.54,799.0,909.0,4.42,4.4,0.3,4.1,4.8,5.75,4.0,4.19,3.0,12.0
Barbeque in a Box (Serves 2-3),1216.86,1299.0,151.57,879.0,1359.0,4.41,4.4,0.38,3.8,5.0,18.43,13.5,15.75,3.0,49.0
Barcakes & Muffins,189.38,180.0,30.64,160.0,225.0,4.51,4.55,0.28,4.0,5.0,56.88,27.0,57.25,12.0,165.0
Barfi,237.23,234.0,9.98,222.0,264.0,4.12,4.4,0.71,2.6,5.0,10.15,7.0,7.97,1.0,25.0
Barish Combo,214.5,209.0,12.34,199.0,229.0,4.01,4.15,0.59,2.7,5.0,35.65,18.5,37.43,2.0,147.0
Barish Combo (Save upto 40%),479.0,479.0,,479.0,479.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1.0,1.0
Barish Combo Save up to41%,276.14,284.0,21.99,249.0,299.0,4.05,4.15,0.55,3.2,5.0,25.14,17.5,25.21,2.0,92.0
Barish special Slice Kulfi IceCream,110.0,110.0,0.0,110.0,110.0,4.3,4.3,0.14,4.2,4.4,5.5,5.5,0.71,5.0,6.0
Barni Se Savouries,25.42,25.0,1.44,25.0,30.0,4.48,4.45,0.6,2.8,5.0,5.33,4.5,2.87,1.0,12.0
Bars,114.0,114.0,0.0,114.0,114.0,4.23,4.2,0.15,4.1,4.4,24.0,15.0,18.25,12.0,45.0
Basket,96.83,74.0,84.03,25.0,249.0,3.9,3.9,0.56,3.0,4.6,7.83,5.5,5.71,3.0,18.0
Basmati Khazana,261.67,240.0,73.33,190.0,390.0,4.57,4.5,0.28,4.3,5.0,28.33,23.0,22.39,4.0,65.0
Basmati Rice Combos,148.0,148.0,0.0,148.0,148.0,4.5,4.5,0.42,4.2,4.8,8.5,8.5,0.71,8.0,9.0
Basmati khazana,322.92,322.5,32.99,250.0,380.0,4.34,4.4,0.58,3.0,5.0,30.67,23.5,28.72,1.0,84.0
Basque Cheesecake,750.0,750.0,0.0,750.0,750.0,3.65,3.65,0.07,3.6,3.7,1.0,1.0,0.0,1.0,1.0
Basudi,345.0,345.0,0.0,345.0,345.0,4.85,4.85,0.21,4.7,5.0,19.0,19.0,12.73,10.0,28.0
Basundi,645.0,645.0,,645.0,645.0,4.2,4.2,,4.2,4.2,27.0,27.0,,27.0,27.0
Bbq & Grill,329.0,329.0,0.0,329.0,329.0,3.47,3.8,0.95,2.4,4.2,18.0,20.0,12.12,5.0,29.0
Bbq Skewers,400.0,400.0,70.71,350.0,450.0,3.8,3.8,1.7,2.6,5.0,6.5,6.5,2.12,5.0,8.0
Beef,320.0,320.0,,320.0,320.0,4.2,4.2,,4.2,4.2,9.0,9.0,,9.0,9.0
Beef ,280.0,280.0,0.0,280.0,280.0,4.55,4.55,0.07,4.5,4.6,64.0,64.0,65.05,18.0,110.0
Beef Items,187.5,187.5,88.39,125.0,250.0,4.1,4.1,0.28,3.9,4.3,51.5,51.5,58.69,10.0,93.0
Beef Mandi,335.0,335.0,,335.0,335.0,4.4,4.4,,4.4,4.4,29.0,29.0,,29.0,29.0
Beginning Tasters,471.67,475.0,75.06,395.0,545.0,4.87,5.0,0.23,4.6,5.0,3.67,3.0,1.15,3.0,5.0
Behtareen Veg Biryani's,282.67,277.0,9.81,277.0,294.0,4.2,4.2,0.5,3.7,4.7,459.33,671.0,379.68,21.0,686.0
Belgian Waffles,169.0,169.0,0.0,169.0,169.0,3.92,3.85,0.26,3.7,4.4,3.83,2.0,3.31,1.0,9.0
Bengali Chena Sweets,305.5,225.0,243.63,159.0,800.0,4.65,4.7,0.27,4.2,5.0,81.17,27.0,145.32,3.0,376.0
Bengali Combo,152.0,152.0,19.8,138.0,166.0,4.8,4.8,0.14,4.7,4.9,13.5,13.5,14.85,3.0,24.0
Bengali Item,80.0,75.0,35.5,40.0,145.0,4.5,4.55,0.3,4.1,4.9,135.17,106.5,142.71,10.0,398.0
Bengali Sweets,127.54,122.86,77.58,22.85,410.48,4.48,4.6,0.41,2.8,5.0,82.78,35.5,122.49,1.0,765.0
Bento Box,239.0,239.0,,239.0,239.0,2.9,2.9,,2.9,2.9,4.0,4.0,,4.0,4.0
Bento Cake,473.0,473.0,14.14,463.0,483.0,4.75,4.75,0.35,4.5,5.0,1.5,1.5,0.71,1.0,2.0
Bento Cakes,353.05,300.0,105.11,250.0,512.71,4.12,4.0,0.54,3.4,4.7,8.8,9.0,3.96,4.0,14.0
Bento box,850.0,850.0,,850.0,850.0,4.5,4.5,,4.5,4.5,4.0,4.0,,4.0,4.0
Best In Idli,140.0,140.0,,140.0,140.0,4.4,4.4,,4.4,4.4,1.0,1.0,,1.0,1.0
Best In Thali Delight,295.67,299.0,15.28,279.0,309.0,4.13,4.0,0.42,3.8,4.6,11.33,11.0,2.52,9.0,14.0
Best in Roses,129.0,129.0,,129.0,129.0,4.5,4.5,,4.5,4.5,4.0,4.0,,4.0,4.0
Bestseller Combos,389.0,389.0,,389.0,389.0,4.8,4.8,,4.8,4.8,2.0,2.0,,2.0,2.0
Bestsellers,603.0,623.0,43.59,538.0,628.0,4.4,4.45,0.65,3.7,5.0,6.25,3.5,7.27,1.0,17.0
Between The Breads,419.0,464.0,148.96,142.0,539.0,4.14,4.35,0.72,2.9,4.8,4.4,2.5,4.14,1.0,14.0
Beverage,117.57,105.0,78.78,21.0,349.0,4.53,4.65,0.49,2.8,5.0,60.04,4.0,157.35,1.0,641.0
Beverage Combo,435.0,415.0,169.41,250.0,660.0,4.35,4.55,0.61,3.5,4.8,9.0,8.0,5.6,4.0,16.0
Beverage Combos,294.44,297.0,84.91,149.0,499.0,4.03,4.3,0.94,2.0,5.0,59.81,10.5,128.69,4.0,475.0
Beverages,83.56,66.5,48.48,9.52,375.0,4.34,4.4,0.53,1.5,5.0,30.15,7.0,80.28,1.0,803.0
Beverages ,100.0,100.0,,100.0,100.0,4.4,4.4,,4.4,4.4,2.0,2.0,,2.0,2.0
Beverages & Desserts,93.88,99.0,16.79,59.0,109.0,4.23,4.2,0.42,3.2,5.0,11.71,6.5,15.01,1.0,69.0
Beverages (Drinks),80.71,80.71,13.14,71.42,90.0,4.3,4.3,0.14,4.2,4.4,5.5,5.5,2.12,4.0,7.0
Beverages (cold),161.93,156.6,61.77,103.0,226.2,4.07,4.2,0.42,3.6,4.4,6.67,7.0,0.58,6.0,7.0
Beverages And Shakes,127.43,130.0,42.06,57.14,160.0,4.48,4.6,0.56,3.5,4.9,4.6,1.0,6.5,1.0,16.0
Beverages And Soup,144.0,144.0,106.07,69.0,219.0,4.75,4.75,0.21,4.6,4.9,21.0,21.0,24.04,4.0,38.0
Beverages Cold,30.0,30.0,,30.0,30.0,3.8,3.8,,3.8,3.8,10.0,10.0,,10.0,10.0
Beverages With Benefits,182.5,182.5,102.53,110.0,255.0,4.95,4.95,0.07,4.9,5.0,1.0,1.0,0.0,1.0,1.0
Beverages.,91.06,98.0,21.29,56.0,122.0,4.29,4.3,0.47,3.0,5.0,118.17,48.5,176.64,2.0,803.0
Bhaaja,99.0,99.0,,99.0,99.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1.0,1.0
Bhaja,40.0,40.0,,40.0,40.0,4.0,4.0,,4.0,4.0,3.0,3.0,,3.0,3.0
"Bhaja, Saag Bhaja & Bora Items",88.64,75.0,20.5,75.0,125.0,4.34,4.4,0.28,3.8,4.7,32.73,24.0,28.48,6.0,103.0
Bhaji & Pulao,90.0,90.0,,90.0,90.0,4.0,4.0,,4.0,4.0,39.0,39.0,,39.0,39.0
Bhaji & Pulao ( Bhaji Pao Kilo K Bhaw Se),141.43,140.0,13.45,120.0,160.0,3.87,3.9,0.97,2.0,4.9,15.14,6.0,20.97,4.0,62.0
Bhaji Pav & Pulav,145.0,145.0,,145.0,145.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1.0,1.0
Bhajipav,137.5,137.5,17.68,125.0,150.0,3.7,3.7,0.85,3.1,4.3,3.0,3.0,0.0,3.0,3.0
Bhavyam Special Combo,320.0,320.0,,320.0,320.0,4.7,4.7,,4.7,4.7,4.0,4.0,,4.0,4.0
Bhel,107.78,90.0,55.35,75.0,250.0,4.46,4.6,0.35,4.0,5.0,58.0,16.0,125.15,1.0,388.0
Bhujia & Namkeens,163.33,200.0,56.8,90.0,200.0,4.77,4.75,0.16,4.6,5.0,16.5,11.0,13.65,4.0,40.0
Bhujiya,70.0,70.0,,70.0,70.0,4.8,4.8,,4.8,4.8,5.0,5.0,,5.0,5.0
Bibimbap,260.0,250.0,26.46,240.0,290.0,4.03,4.3,0.74,3.2,4.6,12.33,8.0,10.21,5.0,24.0
Big Big Pizza,1919.24,1669.0,278.76,1499.0,2199.0,4.37,4.4,0.45,2.8,5.0,7.83,7.0,5.99,1.0,26.0
Big Fat Bakers,362.5,362.5,17.68,350.0,375.0,4.75,4.75,0.07,4.7,4.8,7.0,7.0,1.41,6.0,8.0
Big Fat Salad,462.5,437.5,77.73,400.0,575.0,4.18,4.2,0.59,3.5,4.8,22.5,15.0,21.25,7.0,53.0
Biggie Combos ( Upto Flat 25% Off).,499.0,499.0,,499.0,499.0,4.2,4.2,,4.2,4.2,1.0,1.0,,1.0,1.0
Biriyani,262.7,239.5,85.08,149.0,490.0,4.32,4.4,0.43,2.9,5.0,166.22,57.0,207.06,5.0,822.0
Biriyani & Rice,205.0,170.0,65.0,165.0,280.0,4.7,4.7,0.1,4.6,4.8,110.67,124.0,99.67,5.0,203.0
"Biriyani , Khichdi And Fusion Rice Bowls",226.5,224.0,32.02,199.0,259.0,4.6,4.55,0.29,4.3,5.0,11.0,8.0,10.89,2.0,26.0
Biriyani Mini Packs,219.0,229.0,26.46,189.0,239.0,4.27,4.2,0.12,4.2,4.4,195.33,111.0,193.79,58.0,417.0
Birthday Special,538.5,538.5,57.28,498.0,579.0,4.25,4.25,0.49,3.9,4.6,18.5,18.5,7.78,13.0,24.0
Biryani,294.24,260.0,201.37,98.0,2499.0,4.08,4.2,0.6,2.0,5.0,91.74,27.0,163.55,1.0,955.0
Biryani ,261.5,249.0,25.0,249.0,299.0,4.05,4.05,0.06,4.0,4.1,580.5,524.0,229.42,392.0,882.0
Biryani  and Rice,270.0,270.0,98.99,200.0,340.0,4.35,4.35,0.49,4.0,4.7,27.0,27.0,33.94,3.0,51.0
Biryani & Fried Rice,259.0,249.0,30.82,219.0,299.0,4.1,4.1,0.12,4.0,4.3,104.6,82.0,120.15,1.0,289.0
Biryani & Kebab Thali,421.55,389.0,69.85,359.0,738.0,4.32,4.3,0.43,3.5,5.0,3.1,2.0,2.31,1.0,10.0
Biryani & Noodles,227.5,227.0,16.52,205.0,249.0,4.11,3.95,0.75,3.1,5.0,9.38,4.0,12.75,1.0,39.0
Biryani & Pulao,424.37,407.0,119.34,254.0,579.0,4.46,4.8,0.61,2.8,5.0,28.28,6.0,81.19,1.0,351.0
Biryani & Rice,257.79,237.0,103.87,110.0,499.0,4.18,4.25,0.57,1.9,5.0,96.7,24.5,154.49,1.0,669.0
Biryani & Rice In Bowl,212.14,253.0,88.23,104.0,334.0,3.86,4.1,0.87,2.7,4.8,9.0,6.0,8.5,3.0,28.0
Biryani ( Serves 1),284.0,284.0,5.35,279.0,289.0,3.95,3.95,0.19,3.7,4.2,1.12,1.0,0.35,1.0,2.0
"Biryani , Pulao And Rice",185.86,199.0,39.6,129.0,235.0,4.33,4.3,0.28,3.9,4.7,153.57,37.0,181.91,9.0,486.0
Biryani / Pulao,328.33,315.0,81.1,250.0,470.0,4.35,4.35,0.37,3.7,4.8,16.83,6.5,27.07,4.0,72.0
Biryani And Rice,260.73,280.0,57.98,135.0,361.0,4.23,4.3,0.4,3.3,4.8,70.27,34.0,79.15,6.0,279.0
Biryani And Rice ,182.0,190.0,61.75,90.0,250.0,4.3,4.3,0.16,4.1,4.6,131.43,36.0,202.23,5.0,569.0
Biryani Bowls,259.5,249.0,42.84,229.0,405.0,4.29,4.3,0.46,3.0,5.0,18.26,9.0,54.97,1.0,495.0
Biryani Bowls & Combos,290.36,299.0,33.57,229.0,349.0,4.31,4.35,0.56,2.5,5.0,3.27,3.0,2.25,1.0,9.0
Biryani Box,245.15,249.0,5.06,239.0,249.0,3.94,3.9,0.42,3.5,4.8,1.69,1.0,1.03,1.0,4.0
Biryani Bucket [Serves 4-6],2349.0,2349.0,636.4,1899.0,2799.0,4.85,4.85,0.07,4.8,4.9,1.5,1.5,0.71,1.0,2.0
Biryani Buckets (super Savers),1912.64,1599.0,1186.96,709.0,3899.0,4.67,4.8,0.35,4.1,5.0,17.09,4.0,22.66,1.0,75.0
Biryani By Chef Saransh Goila,455.67,449.0,10.33,449.0,469.0,3.7,3.95,0.44,3.0,4.0,4.17,3.0,2.93,2.0,10.0
Biryani Feast Thali,309.91,299.0,49.08,249.0,399.0,4.38,4.4,0.24,3.8,4.6,3.27,2.0,2.9,1.0,10.0
Biryani Fest,115.0,115.0,,115.0,115.0,3.5,3.5,,3.5,3.5,28.0,28.0,,28.0,28.0
Biryani Fried Rice And Noodles,207.5,210.0,29.86,170.0,240.0,3.85,4.0,0.68,2.9,4.5,72.25,33.0,102.48,3.0,220.0
Biryani Items,181.91,175.0,18.33,160.0,206.0,4.16,4.4,0.95,1.6,4.9,30.36,23.0,29.41,3.0,103.0
Biryani Lunch Box,187.83,189.75,20.19,166.75,207.0,4.43,4.2,0.49,4.1,5.0,87.33,104.0,77.36,3.0,155.0
Biryani Lunchbox,282.85,259.0,59.92,209.0,465.0,4.23,4.2,0.6,2.0,5.0,2.67,2.0,2.02,1.0,11.0
Biryani Pulao,203.33,180.0,40.41,180.0,250.0,4.4,4.4,0.1,4.3,4.5,301.67,12.0,505.19,8.0,885.0
Biryani Rice,259.75,249.5,85.09,180.0,360.0,4.1,3.95,0.41,3.8,4.7,18.75,13.0,18.3,4.0,45.0
Biryani Rice Noodles,359.55,350.0,78.22,220.0,570.0,4.54,4.6,0.42,3.6,5.0,27.0,14.5,35.61,3.0,131.0
Biryani Sampler,365.67,369.0,45.09,319.0,409.0,4.43,4.5,0.5,3.9,4.9,14.0,14.0,8.0,6.0,22.0
Biryani Special,196.4,197.5,76.56,80.0,320.0,3.59,3.8,0.91,2.0,4.7,59.4,40.0,74.4,3.0,227.0
Biryani Spl,70.0,70.0,,70.0,70.0,2.5,2.5,,2.5,2.5,6.0,6.0,,6.0,6.0
Biryani Variety,327.7,337.5,98.91,99.0,449.0,4.45,4.4,0.38,3.7,5.0,32.1,5.5,81.58,1.0,264.0
Biryani and Rice,143.6,140.0,24.4,120.0,178.0,3.8,3.85,0.78,2.6,5.0,109.4,46.0,148.15,3.0,461.0
Biryani combo,425.5,425.5,32.53,402.5,448.5,4.0,4.0,0.14,3.9,4.1,19.5,19.5,13.44,10.0,29.0
"Biryani,Rice and Pulao",205.82,215.0,33.1,140.0,240.0,4.5,4.6,0.35,3.7,5.0,282.82,304.0,173.06,3.0,502.0
Biryani/pulao,206.67,210.0,65.06,140.0,270.0,4.1,3.8,0.79,3.5,5.0,9.0,4.0,9.54,3.0,20.0
Biryanis,344.56,329.5,150.12,85.0,720.0,4.06,4.1,0.47,2.7,4.7,144.5,33.0,281.31,4.0,896.0
Biryanis & Pulao,468.62,494.0,176.96,239.0,666.0,4.01,4.05,0.64,2.9,4.9,273.62,185.5,251.31,13.0,651.0
"Biryanis, Curries and Roti",325.91,379.0,164.73,49.0,509.0,4.26,4.2,0.34,3.8,4.9,26.45,12.0,28.5,4.0,96.0
Biscoff Cookie Sundaes,217.4,209.0,11.5,209.0,230.0,4.3,4.7,0.55,3.7,4.7,3.4,3.0,3.29,1.0,9.0
Biscuits,152.5,152.5,24.75,135.0,170.0,4.0,4.0,1.27,3.1,4.9,3.0,3.0,0.0,3.0,3.0
Biscuits & Cookies,98.77,84.75,35.56,72.03,190.68,4.42,4.6,0.61,2.8,5.0,5.67,5.5,3.94,1.0,13.0
Bites,430.58,414.0,165.04,75.0,650.0,4.63,4.8,0.42,3.6,5.0,20.43,5.0,37.27,1.0,193.0
Blends From Aromas Plantation,237.0,239.0,38.21,169.0,329.0,4.41,4.6,0.87,1.6,5.0,9.93,2.0,18.37,1.0,69.0
Boba,199.0,199.0,,199.0,199.0,4.9,4.9,,4.9,4.9,4.0,4.0,,4.0,4.0
Boba Shakes,269.0,279.0,36.06,229.0,299.0,3.77,3.9,0.23,3.5,3.9,1.33,1.0,0.58,1.0,2.0
Boba Tea,212.5,200.0,25.0,200.0,250.0,4.42,4.45,0.5,3.9,4.9,4.5,4.5,1.29,3.0,6.0
Boba drinks,170.0,170.0,14.14,160.0,180.0,4.4,4.4,0.0,4.4,4.4,12.0,12.0,12.73,3.0,21.0
Bombay Chaupati,74.0,75.0,8.22,60.0,80.0,4.48,4.5,0.11,4.3,4.6,30.8,20.0,29.2,7.0,78.0
Bombay Falooda,185.0,185.0,14.14,175.0,195.0,3.85,3.85,1.63,2.7,5.0,7.0,7.0,4.24,4.0,10.0
BonBons,295.97,295.76,0.43,295.76,296.61,4.85,4.85,0.17,4.7,5.0,1.75,1.5,0.96,1.0,3.0
Bonda & Bajji,70.0,70.0,0.0,70.0,70.0,4.42,4.5,0.24,4.1,4.6,62.75,48.5,51.16,19.0,135.0
Bonda's,59.0,59.0,,59.0,59.0,4.3,4.3,,4.3,4.3,347.0,347.0,,347.0,347.0
Boneless Chicken,209.0,209.0,50.0,159.0,259.0,4.5,4.5,0.1,4.4,4.6,18.67,16.0,16.17,4.0,36.0
Boneless Chicken Popcorn,197.11,199.05,54.51,124.76,399.0,4.41,4.4,0.31,3.5,5.0,156.01,56.0,211.99,1.0,918.0
Boneless Strips,155.0,155.0,21.21,140.0,170.0,4.7,4.7,0.14,4.6,4.8,113.0,113.0,123.04,26.0,200.0
Boondi Prasad,95.24,95.24,0.0,95.24,95.24,4.15,4.15,0.21,4.0,4.3,18.0,18.0,0.0,18.0,18.0
Bora,70.0,70.0,0.0,70.0,70.0,4.2,4.4,0.53,3.6,4.6,34.0,45.0,23.52,7.0,50.0
Boss Burgers,204.0,230.0,54.13,120.0,250.0,3.86,4.2,1.06,2.0,4.7,125.4,136.0,126.53,4.0,320.0
Boss Desserts,140.0,140.0,14.14,130.0,150.0,4.6,4.6,0.28,4.4,4.8,36.5,36.5,14.85,26.0,47.0
Boss Drinks,80.0,70.0,17.32,70.0,100.0,4.3,4.4,0.66,3.6,4.9,12.33,15.0,8.33,3.0,19.0
Bowl & Starter Combos [FREE Coke & Choco Lava w...,399.0,399.0,0.0,399.0,399.0,4.63,4.8,0.47,4.1,5.0,7.33,8.0,4.04,3.0,11.0
Bowls,303.75,299.0,61.39,189.0,595.0,4.0,4.0,0.55,1.8,5.0,38.93,10.0,68.22,1.0,432.0
Bowls (Save Upto 40%),319.56,329.0,19.99,299.0,349.0,4.18,4.3,0.54,2.0,4.8,66.19,40.5,83.04,9.0,416.0
Box of 12 Donuts (Buy 9 Get 3 Free),1485.72,1542.86,161.63,1200.0,1600.0,4.66,4.8,0.34,4.1,5.0,7.2,3.0,7.46,1.0,18.0
Box of 3,341.9,361.9,55.89,242.86,400.0,4.4,4.5,0.41,3.6,4.9,43.87,28.0,43.36,1.0,132.0
Box of 6 Donuts (Buy 5 Get 1 Free),672.53,771.43,131.77,485.71,800.0,4.28,4.4,0.85,2.0,5.0,5.54,5.0,3.76,1.0,12.0
Box of Joy - Buy 4 Get 2 Free,396.0,396.0,0.0,396.0,396.0,4.5,4.5,0.14,4.4,4.6,6.0,6.0,5.66,2.0,10.0
Brakefast,105.0,105.0,,105.0,105.0,3.8,3.8,,3.8,3.8,11.0,11.0,,11.0,11.0
Breackfast,97.33,105.0,13.28,82.0,105.0,4.63,4.6,0.06,4.6,4.7,385.67,553.0,289.83,51.0,553.0
Bread,109.02,89.0,99.38,7.0,469.0,4.14,4.3,0.57,2.4,4.8,95.26,24.0,186.54,2.0,937.0
Bread ,42.5,45.0,15.0,25.0,55.0,4.32,4.35,0.33,3.9,4.7,10.5,10.0,4.12,7.0,15.0
Bread & Rice,102.5,102.5,109.6,25.0,180.0,4.65,4.65,0.21,4.5,4.8,203.5,203.5,176.07,79.0,328.0
Bread & Roti,59.22,49.0,29.46,30.0,120.0,4.3,4.3,0.33,3.7,4.8,28.78,22.0,16.68,8.0,50.0
Bread And Naan,58.33,60.0,13.29,40.0,70.0,4.32,4.3,0.17,4.1,4.6,152.5,114.0,93.98,47.0,270.0
Bread Items,16.67,15.0,7.64,10.0,25.0,4.53,4.5,0.06,4.5,4.6,70.67,68.0,50.05,22.0,122.0
Bread Naan,58.0,60.0,16.43,30.0,70.0,4.66,4.7,0.27,4.2,4.9,51.6,39.0,41.87,9.0,109.0
"Bread,bun & Toast",85.0,90.0,19.15,60.0,100.0,4.45,4.45,0.24,4.2,4.7,29.75,16.0,38.3,1.0,86.0
Bread/Rice Thali,249.0,254.0,14.14,229.0,259.0,4.3,4.3,0.18,4.1,4.5,149.0,27.5,252.85,13.0,528.0
Breads,87.0,84.0,49.6,9.0,360.0,4.32,4.4,0.51,2.0,5.0,84.53,24.0,154.53,1.0,991.0
Breads & Bruschetta,253.5,253.5,,253.5,253.5,5.0,5.0,,5.0,5.0,3.0,3.0,,3.0,3.0
Breads & Buns,74.25,63.38,20.02,53.62,112.12,4.69,4.8,0.27,3.9,5.0,154.62,170.0,120.03,5.0,348.0
Breads & Pao Buns,62.0,57.0,9.94,55.0,79.0,4.38,4.35,0.4,3.8,4.9,20.33,12.5,20.78,3.0,54.0
Breads & Papads,68.4,59.0,27.0,40.0,99.0,4.54,4.7,0.29,4.1,4.8,5.0,3.0,5.1,1.0,13.0
Breads & Parottas,86.62,52.5,73.82,29.0,219.0,4.5,4.55,0.27,4.1,4.8,5.5,2.0,8.43,1.0,25.0
Breads & Rice,136.47,97.0,64.34,59.0,297.0,4.5,4.6,0.33,3.3,5.0,81.16,27.5,108.55,1.0,459.0
Breads And Accompaniments,150.0,150.0,0.0,150.0,150.0,4.3,4.4,0.36,3.9,4.6,19.0,20.0,1.73,17.0,20.0
Breads And Bruschetta,340.0,340.0,,340.0,340.0,3.1,3.1,,3.1,3.1,6.0,6.0,,6.0,6.0
Breads From Clay Pot,68.57,70.0,6.9,60.0,80.0,4.24,4.3,0.21,4.0,4.5,7.29,6.0,3.45,3.0,13.0
Breads and Accompaniments,138.65,129.0,50.69,79.0,239.0,4.27,4.3,0.59,1.6,5.0,16.46,7.0,22.01,1.0,114.0
Breads and Rice,107.9,99.0,45.45,60.0,239.0,3.9,4.1,0.61,2.3,5.0,4.35,3.0,3.84,1.0,19.0
"Breads, Dips & Snacks",207.33,229.0,73.33,89.0,299.0,4.35,4.45,0.45,3.6,4.8,36.33,16.5,39.39,2.0,92.0
"Breads, Dry Cakes & Biscuits",264.44,259.0,219.61,40.0,793.0,4.12,4.1,0.52,3.1,4.7,131.22,53.0,262.29,2.0,827.0
Breads/ Roti,50.8,54.0,27.94,18.0,99.0,4.44,4.55,0.44,3.8,5.0,45.7,15.5,78.26,6.0,262.0
Breads/bun/pao,30.0,30.0,,30.0,30.0,4.9,4.9,,4.9,4.9,1.0,1.0,,1.0,1.0
Break Fast,221.0,221.0,,221.0,221.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,5.0
Break Fast Maniac,37.5,37.5,10.61,30.0,45.0,4.0,4.0,0.71,3.5,4.5,9.0,9.0,7.07,4.0,14.0
Breakfast,159.84,120.0,124.07,12.0,780.0,4.37,4.5,0.5,2.3,5.0,73.52,21.0,146.13,1.0,972.0
Breakfast ( Non- Veg),140.0,140.0,,140.0,140.0,4.5,4.5,,4.5,4.5,10.0,10.0,,10.0,10.0
Breakfast ( Veg ),150.0,150.0,,150.0,150.0,4.0,4.0,,4.0,4.0,29.0,29.0,,29.0,29.0
Breakfast A La Carte,195.0,195.0,0.0,195.0,195.0,4.85,4.85,0.07,4.8,4.9,4.0,4.0,1.41,3.0,5.0
Breakfast All Day,327.22,355.0,118.61,90.0,490.0,4.41,4.5,0.32,3.9,4.9,43.67,41.0,40.24,1.0,120.0
Breakfast All Day & Indian Snacks,143.0,100.0,68.28,70.0,259.0,4.14,4.2,0.47,3.3,5.0,155.54,28.0,201.17,4.0,548.0
Breakfast And Evening,91.54,97.5,38.81,39.0,169.0,4.36,4.4,0.35,3.4,5.0,174.71,104.0,183.5,4.0,608.0
Breakfast Bestsellers,77.3,65.0,38.08,32.81,230.0,4.34,4.4,0.26,3.2,4.8,378.17,315.0,275.43,7.0,990.0
